Engine_Supplier_Region,Engine_Transport_Mode,Is_Critical_Engine,Transmission_Supplier_Region,Transmission_Transport_Mode,Is_Critical_Transmission,Brake_System_Supplier_Region,Brake_System_Transport_Mode,Is_Critical_Brake_System,Suspension_Supplier_Region,Suspension_Transport_Mode,Is_Critical_Suspension,Infotainment_Supplier_Region,Infotainment_Transport_Mode,Is_Critical_Infotainment,Car_Delayed,Engine_Delayed_Flag,Transmission_Delayed_Flag,Brake_System_Delayed_Flag,Suspension_Delayed_Flag,Infotainment_Delayed_Flag,Any_Critical_Part_Delayed,Order_Urgency,Holiday_Proximity,Weather_Condition_On_Delivery,Strike_Notice,Production_Shift,Total_Parts_Delayed,Route_Type,Distance_KM,Traffic_Level,Supplier_Performance_Score,Contract_Penalty_Per_Day,Engine_Supplier_Group,Transmission_Supplier_Group,Brake_System_Supplier_Group,Suspension_Supplier_Group,Infotainment_Supplier_Group,Engine_Reliability_Score,Transmission_Reliability_Score,Brake_System_Reliability_Score,Suspension_Reliability_Score,Infotainment_Reliability_Score,Traffic_Severity_Index,Month_Scheduled,Quarter_Scheduled,Sum_Critical_Parts_Delayed
NORTH,ROAD,0,WEST,AIR,0,WEST,SEA,1,WEST,AIR,1,EAST,ROAD,1,1,1,0,0,1,0,1,HIGH,1,SNOW,0,NIGHT,2,MIXED,102.74340308594516,LOW,0.18,100,NORTH_ROAD,WEST_AIR,WEST_SEA,WEST_AIR,EAST_ROAD,0.2926829268292683,0.2790697674418604,0.35,0.3218390804597701,0.2988505747126437,1.0,3,1,1
EAST,SEA,1,SOUTH,SEA,1,WEST,SEA,1,NORTH,SEA,0,EAST,SEA,0,1,1,1,1,1,1,1,HIGH,0,RAIN,0,MORNING,5,MIXED,111.40010094725643,LOW,0.4,100,EAST_SEA,SOUTH_SEA,WEST_SEA,NORTH_SEA,EAST_SEA,0.2435897435897435,0.3163265306122449,0.35,0.1969696969696969,0.2988505747126437,1.0,3,1,3
NORTH,SEA,0,NORTH,AIR,0,NORTH,AIR,1,EAST,ROAD,0,NORTH,ROAD,0,0,0,1,0,1,1,0,LOW,1,RAIN,0,EVENING,3,URBAN,88.46591749707088,MODERATE,0.85,100,NORTH_SEA,NORTH_AIR,NORTH_AIR,EAST_ROAD,NORTH_ROAD,0.2894736842105263,0.2790697674418604,0.2602739726027397,0.2647058823529412,0.3103448275862069,1.2,3,1,0
SOUTH,SEA,1,SOUTH,AIR,1,SOUTH,SEA,1,SOUTH,SEA,1,NORTH,AIR,0,1,0,1,1,1,1,1,MEDIUM,0,RAIN,0,EVENING,4,RURAL,385.4107413787942,LOW,0.3,250,SOUTH_SEA,SOUTH_SEA,SOUTH_SEA,SOUTH_SEA,NORTH_AIR,0.3164556962025316,0.3,0.2826086956521739,0.2183908045977011,0.325,1.0,3,1,3
WEST,ROAD,1,NORTH,ROAD,0,SOUTH,AIR,1,WEST,SEA,1,NORTH,AIR,0,0,0,1,0,1,1,1,LOW,0,RAIN,0,EVENING,3,URBAN,64.05349000245556,MODERATE,0.68,100,WEST_SEA,NORTH_ROAD,SOUTH_AIR,WEST_SEA,NORTH_AIR,0.2926829268292683,0.3291139240506329,0.2602739726027397,0.2352941176470588,0.325,1.2,3,1,1
NORTH,AIR,1,NORTH,SEA,0,WEST,AIR,1,EAST,AIR,0,EAST,ROAD,1,1,1,0,1,0,0,1,MEDIUM,0,STORM,0,EVENING,2,MIXED,133.26274239534294,LOW,0.0,100,NORTH_AIR,NORTH_SEA,WEST_AIR,EAST_AIR,EAST_ROAD,0.3857142857142857,0.4375,0.2842105263157894,0.2528735632183908,0.2988505747126437,1.0,3,1,2
EAST,AIR,0,EAST,ROAD,0,EAST,SEA,0,SOUTH,ROAD,0,NORTH,SEA,0,0,1,1,1,1,1,0,LOW,0,CLEAR,0,EVENING,5,URBAN,51.71446394205151,LOW,0.96,750,EAST_AIR,EAST_ROAD,EAST_SEA,SOUTH_ROAD,NORTH_SEA,0.2435897435897435,0.2790697674418604,0.2602739726027397,0.2244897959183673,0.3246753246753247,1.0,3,1,0
WEST,SEA,1,WEST,SEA,1,NORTH,SEA,1,WEST,SEA,0,EAST,SEA,1,0,0,1,1,0,0,1,MEDIUM,0,RAIN,0,NIGHT,2,RURAL,190.72823925991665,LOW,0.57,250,WEST_SEA,WEST_SEA,NORTH_SEA,WEST_SEA,EAST_SEA,0.2435897435897435,0.2839506172839506,0.2738095238095238,0.2352941176470588,0.2988505747126437,1.0,3,1,2
SOUTH,AIR,0,SOUTH,ROAD,1,SOUTH,AIR,0,WEST,ROAD,0,SOUTH,ROAD,0,1,0,1,0,1,0,1,MEDIUM,1,RAIN,0,EVENING,2,RURAL,229.9591594659545,LOW,0.68,250,SOUTH_AIR,SOUTH_ROAD,SOUTH_AIR,WEST_ROAD,SOUTH_ROAD,0.2702702702702703,0.3055555555555556,0.2602739726027397,0.3563218390804598,0.2988505747126437,1.0,3,1,1
EAST,SEA,0,WEST,SEA,1,NORTH,AIR,1,NORTH,SEA,0,NORTH,AIR,1,1,0,1,0,1,1,1,HIGH,0,CLEAR,0,EVENING,3,MIXED,114.5458842349194,HIGH,0.5,100,EAST_SEA,WEST_SEA,NORTH_AIR,NORTH_SEA,NORTH_AIR,0.2435897435897435,0.2839506172839506,0.2602739726027397,0.1969696969696969,0.325,1.5,3,1,2
WEST,SEA,1,NORTH,AIR,1,EAST,ROAD,0,NORTH,ROAD,0,EAST,AIR,0,0,0,1,0,1,0,1,HIGH,0,CLEAR,1,EVENING,2,MIXED,143.88370646555137,HIGH,0.8,100,WEST_SEA,NORTH_AIR,EAST_ROAD,NORTH_ROAD,EAST_AIR,0.2435897435897435,0.2790697674418604,0.2602739726027397,0.2688172043010752,0.2988505747126437,1.5,3,1,1
SOUTH,AIR,1,NORTH,AIR,0,SOUTH,ROAD,1,EAST,SEA,1,WEST,AIR,1,0,0,1,0,1,1,1,LOW,0,CLEAR,0,EVENING,3,URBAN,47.58226982064355,LOW,0.53,100,SOUTH_AIR,NORTH_AIR,SOUTH_ROAD,EAST_SEA,WEST_AIR,0.2702702702702703,0.2790697674418604,0.2888888888888888,0.2391304347826087,0.3409090909090909,1.0,3,1,2
SOUTH,ROAD,1,SOUTH,SEA,0,SOUTH,SEA,0,SOUTH,AIR,0,SOUTH,SEA,1,1,1,0,1,0,1,1,HIGH,0,CLEAR,0,MORNING,3,MIXED,181.8677461343247,MODERATE,0.24,250,SOUTH_ROAD,SOUTH_SEA,SOUTH_SEA,SOUTH_AIR,SOUTH_SEA,0.3214285714285714,0.3163265306122449,0.2826086956521739,0.2891566265060241,0.3452380952380952,1.2,3,1,2
NORTH,SEA,0,SOUTH,SEA,1,WEST,ROAD,0,NORTH,SEA,1,WEST,SEA,1,1,0,0,0,0,1,1,LOW,0,CLEAR,0,EVENING,1,URBAN,12.177258750221972,MODERATE,0.3,500,NORTH_SEA,SOUTH_SEA,WEST_ROAD,NORTH_SEA,WEST_SEA,0.2894736842105263,0.3163265306122449,0.2717391304347826,0.1969696969696969,0.4,1.2,3,1,1
SOUTH,SEA,1,NORTH,ROAD,1,NORTH,AIR,1,SOUTH,AIR,1,WEST,SEA,1,1,1,0,0,1,1,1,LOW,0,STORM,0,MORNING,3,URBAN,58.22449160257732,MODERATE,0.57,500,SOUTH_SEA,NORTH_ROAD,NORTH_AIR,SOUTH_AIR,WEST_SEA,0.3164556962025316,0.3291139240506329,0.2602739726027397,0.2891566265060241,0.4,1.2,3,1,3
WEST,SEA,1,SOUTH,SEA,1,SOUTH,AIR,0,EAST,ROAD,1,WEST,SEA,1,1,0,0,1,0,1,1,LOW,0,SNOW,0,MORNING,2,URBAN,27.268059224686866,MODERATE,0.16,250,WEST_SEA,SOUTH_SEA,SOUTH_AIR,EAST_ROAD,WEST_SEA,0.2435897435897435,0.3163265306122449,0.2602739726027397,0.2647058823529412,0.4,1.2,3,1,1
EAST,ROAD,1,EAST,SEA,0,NORTH,AIR,1,NORTH,SEA,1,SOUTH,ROAD,1,1,1,0,1,1,1,1,HIGH,0,CLEAR,0,MORNING,4,MIXED,115.33749722193996,MODERATE,0.17,250,EAST_ROAD,EAST_SEA,NORTH_AIR,NORTH_SEA,SOUTH_ROAD,0.3026315789473684,0.3424657534246575,0.2602739726027397,0.1969696969696969,0.2988505747126437,1.2,3,1,4
WEST,AIR,1,WEST,SEA,1,NORTH,AIR,1,SOUTH,ROAD,1,WEST,ROAD,0,1,0,1,1,1,1,1,LOW,1,CLEAR,0,NIGHT,4,URBAN,92.7033880275599,MODERATE,0.35,250,WEST_AIR,WEST_SEA,NORTH_AIR,SOUTH_ROAD,WEST_ROAD,0.3461538461538461,0.2839506172839506,0.2602739726027397,0.2244897959183673,0.3555555555555555,1.2,3,1,3
WEST,AIR,1,EAST,AIR,0,SOUTH,ROAD,1,SOUTH,SEA,0,WEST,SEA,0,1,1,1,1,1,0,1,LOW,0,CLEAR,0,MORNING,4,URBAN,43.09834157895607,HIGH,0.25,500,WEST_AIR,EAST_AIR,SOUTH_ROAD,SOUTH_SEA,WEST_SEA,0.3461538461538461,0.3285714285714285,0.2888888888888888,0.2183908045977011,0.4,1.5,3,1,2
SOUTH,ROAD,0,SOUTH,ROAD,1,WEST,AIR,0,EAST,SEA,1,WEST,ROAD,1,0,1,0,1,0,0,0,LOW,0,CLEAR,0,EVENING,2,URBAN,33.90400383298355,MODERATE,0.86,250,SOUTH_ROAD,SOUTH_ROAD,WEST_AIR,EAST_SEA,WEST_ROAD,0.3214285714285714,0.3055555555555556,0.2842105263157894,0.2391304347826087,0.3555555555555555,1.2,3,1,0
EAST,ROAD,0,SOUTH,SEA,1,EAST,AIR,0,SOUTH,SEA,0,WEST,ROAD,1,0,1,0,1,1,0,0,MEDIUM,1,CLEAR,0,EVENING,3,RURAL,261.68516563513947,LOW,0.94,750,EAST_ROAD,SOUTH_SEA,EAST_AIR,SOUTH_SEA,WEST_ROAD,0.3026315789473684,0.3163265306122449,0.3835616438356164,0.2183908045977011,0.3555555555555555,1.0,3,1,0
NORTH,ROAD,1,NORTH,ROAD,1,EAST,SEA,1,EAST,SEA,0,WEST,SEA,1,1,1,1,0,0,0,1,HIGH,0,CLEAR,0,MORNING,2,MIXED,146.5856380311696,MODERATE,0.61,500,NORTH_ROAD,NORTH_ROAD,EAST_SEA,EAST_SEA,WEST_SEA,0.2926829268292683,0.3291139240506329,0.2602739726027397,0.2391304347826087,0.4,1.2,3,1,2
SOUTH,ROAD,0,EAST,ROAD,1,EAST,AIR,0,WEST,ROAD,1,EAST,AIR,1,0,0,0,1,0,0,0,LOW,0,CLEAR,0,EVENING,1,URBAN,28.765946292160223,LOW,0.75,750,SOUTH_ROAD,EAST_ROAD,EAST_AIR,WEST_ROAD,EAST_AIR,0.3214285714285714,0.2790697674418604,0.3835616438356164,0.3563218390804598,0.2988505747126437,1.0,3,1,0
NORTH,AIR,0,EAST,AIR,1,EAST,SEA,1,WEST,ROAD,1,NORTH,ROAD,0,1,1,1,0,1,1,1,MEDIUM,0,CLEAR,0,EVENING,4,URBAN,36.35398330308683,MODERATE,0.34,250,NORTH_AIR,EAST_AIR,EAST_SEA,WEST_ROAD,NORTH_ROAD,0.3857142857142857,0.3285714285714285,0.2602739726027397,0.3563218390804598,0.3103448275862069,1.2,3,1,2
NORTH,SEA,0,SOUTH,ROAD,1,SOUTH,ROAD,0,NORTH,SEA,0,EAST,ROAD,0,1,1,1,0,0,1,1,LOW,0,CLEAR,0,NIGHT,3,URBAN,39.42384547042712,MODERATE,0.0,250,NORTH_SEA,SOUTH_ROAD,SOUTH_ROAD,NORTH_SEA,EAST_ROAD,0.2894736842105263,0.3055555555555556,0.2888888888888888,0.1969696969696969,0.2988505747126437,1.2,3,1,1
NORTH,ROAD,1,EAST,SEA,1,NORTH,SEA,0,EAST,SEA,0,NORTH,ROAD,0,0,0,0,0,1,1,0,MEDIUM,1,CLEAR,0,NIGHT,2,RURAL,453.8198415376076,LOW,0.83,250,NORTH_ROAD,EAST_SEA,NORTH_SEA,EAST_SEA,NORTH_ROAD,0.2926829268292683,0.3424657534246575,0.2738095238095238,0.2391304347826087,0.3103448275862069,1.0,3,1,0
NORTH,AIR,1,WEST,SEA,1,EAST,SEA,1,SOUTH,AIR,0,WEST,ROAD,1,0,0,1,0,0,0,1,HIGH,0,CLEAR,0,MORNING,1,MIXED,122.5318470079887,HIGH,0.66,100,NORTH_AIR,WEST_SEA,EAST_SEA,SOUTH_AIR,WEST_ROAD,0.3857142857142857,0.2839506172839506,0.2602739726027397,0.2891566265060241,0.3555555555555555,1.5,3,1,1
SOUTH,ROAD,1,NORTH,ROAD,0,WEST,SEA,1,SOUTH,SEA,1,WEST,ROAD,1,1,0,0,0,1,1,1,MEDIUM,0,CLEAR,0,MORNING,2,MIXED,143.93304824471232,MODERATE,0.69,500,SOUTH_ROAD,NORTH_ROAD,WEST_SEA,SOUTH_SEA,WEST_ROAD,0.3214285714285714,0.3291139240506329,0.35,0.2183908045977011,0.3555555555555555,1.2,3,1,2
EAST,SEA,0,SOUTH,AIR,1,EAST,AIR,1,SOUTH,AIR,1,SOUTH,ROAD,1,0,0,0,0,0,1,1,HIGH,0,CLEAR,0,MORNING,1,MIXED,170.39649646935658,MODERATE,0.85,750,EAST_SEA,SOUTH_AIR,EAST_AIR,SOUTH_AIR,SOUTH_ROAD,0.2435897435897435,0.3,0.3835616438356164,0.2891566265060241,0.2988505747126437,1.2,3,1,1
NORTH,ROAD,1,SOUTH,SEA,0,SOUTH,ROAD,0,EAST,AIR,1,SOUTH,AIR,0,0,0,1,0,1,1,1,MEDIUM,0,CLEAR,0,EVENING,3,RURAL,410.2278897020627,MODERATE,0.87,500,NORTH_ROAD,SOUTH_SEA,SOUTH_ROAD,EAST_AIR,SOUTH_AIR,0.2926829268292683,0.3163265306122449,0.2888888888888888,0.2528735632183908,0.3375,1.2,3,1,1
NORTH,ROAD,1,WEST,SEA,1,SOUTH,AIR,1,NORTH,SEA,0,NORTH,SEA,0,1,1,1,0,1,1,1,LOW,0,RAIN,0,NIGHT,4,URBAN,40.16069688332277,LOW,0.25,250,NORTH_ROAD,WEST_SEA,SOUTH_AIR,NORTH_SEA,NORTH_SEA,0.2926829268292683,0.2839506172839506,0.2602739726027397,0.1969696969696969,0.3246753246753247,1.0,3,1,2
NORTH,SEA,0,EAST,ROAD,1,EAST,ROAD,0,NORTH,SEA,1,SOUTH,AIR,1,0,1,0,0,0,0,0,MEDIUM,0,SNOW,1,MORNING,1,URBAN,35.85150924886736,MODERATE,0.51,1000,NORTH_SEA,EAST_ROAD,EAST_ROAD,NORTH_SEA,SOUTH_AIR,0.2894736842105263,0.2790697674418604,0.2602739726027397,0.1969696969696969,0.3375,1.2,3,1,0
NORTH,ROAD,1,SOUTH,ROAD,1,WEST,SEA,0,SOUTH,SEA,1,WEST,SEA,1,0,0,0,0,0,0,0,LOW,0,CLEAR,0,EVENING,0,URBAN,82.15552747628126,LOW,0.95,100,NORTH_ROAD,SOUTH_ROAD,WEST_SEA,SOUTH_SEA,WEST_SEA,0.2926829268292683,0.3055555555555556,0.35,0.2183908045977011,0.4,1.0,3,1,0
NORTH,ROAD,1,NORTH,ROAD,1,SOUTH,ROAD,1,WEST,SEA,0,SOUTH,ROAD,0,1,1,1,0,0,0,1,MEDIUM,1,SNOW,0,MORNING,2,RURAL,463.1858296211847,MODERATE,0.0,1000,NORTH_ROAD,NORTH_ROAD,WEST_AIR,WEST_SEA,SOUTH_ROAD,0.2926829268292683,0.3291139240506329,0.2826086956521739,0.2352941176470588,0.2988505747126437,1.2,3,1,2
SOUTH,AIR,0,EAST,SEA,1,WEST,ROAD,1,NORTH,AIR,0,WEST,AIR,1,1,0,1,0,1,1,1,LOW,1,CLEAR,0,EVENING,3,URBAN,37.42112251882367,MODERATE,0.51,100,SOUTH_AIR,EAST_SEA,WEST_ROAD,NORTH_AIR,WEST_AIR,0.2702702702702703,0.3424657534246575,0.2717391304347826,0.3116883116883117,0.3409090909090909,1.2,3,1,2
WEST,SEA,0,SOUTH,SEA,0,SOUTH,AIR,0,WEST,SEA,1,EAST,AIR,0,0,1,0,0,1,0,1,LOW,0,CLEAR,0,EVENING,2,URBAN,88.89856856453805,MODERATE,0.72,100,WEST_SEA,SOUTH_SEA,SOUTH_AIR,WEST_SEA,EAST_AIR,0.2926829268292683,0.3163265306122449,0.2602739726027397,0.2352941176470588,0.2988505747126437,1.2,3,1,1
NORTH,SEA,1,EAST,SEA,1,NORTH,SEA,1,NORTH,AIR,1,NORTH,AIR,1,1,0,0,0,1,1,1,LOW,0,STORM,0,MORNING,2,URBAN,40.71230448635407,LOW,0.15,500,NORTH_SEA,EAST_SEA,NORTH_SEA,NORTH_AIR,NORTH_AIR,0.2894736842105263,0.3424657534246575,0.2738095238095238,0.3116883116883117,0.325,1.0,3,1,2
NORTH,AIR,1,WEST,SEA,0,EAST,ROAD,1,NORTH,AIR,0,NORTH,AIR,0,0,0,0,1,0,1,1,MEDIUM,0,CLEAR,0,EVENING,2,RURAL,484.8151173792103,HIGH,0.63,500,NORTH_AIR,WEST_SEA,EAST_ROAD,NORTH_AIR,NORTH_AIR,0.3857142857142857,0.2839506172839506,0.2602739726027397,0.3116883116883117,0.325,1.5,3,1,1
SOUTH,SEA,1,NORTH,AIR,0,NORTH,ROAD,1,EAST,SEA,0,EAST,SEA,0,1,1,1,1,0,0,1,MEDIUM,0,CLEAR,0,NIGHT,3,MIXED,54.98046631870498,MODERATE,0.4,250,SOUTH_SEA,NORTH_AIR,NORTH_ROAD,EAST_SEA,EAST_SEA,0.3164556962025316,0.2790697674418604,0.3289473684210526,0.2391304347826087,0.2988505747126437,1.2,3,1,2
WEST,ROAD,0,EAST,SEA,1,EAST,SEA,1,EAST,SEA,1,WEST,SEA,0,0,0,0,1,1,1,1,LOW,0,RAIN,0,MORNING,3,URBAN,78.05469960057215,LOW,0.76,750,WEST_ROAD,EAST_SEA,EAST_SEA,EAST_SEA,WEST_SEA,0.2435897435897435,0.3424657534246575,0.2602739726027397,0.2391304347826087,0.4,1.0,3,1,2
NORTH,AIR,0,SOUTH,SEA,1,SOUTH,SEA,0,WEST,AIR,0,NORTH,AIR,0,0,1,1,0,1,0,1,LOW,1,RAIN,0,MORNING,3,URBAN,59.00401881647646,MODERATE,0.55,250,NORTH_AIR,SOUTH_SEA,SOUTH_SEA,WEST_AIR,NORTH_AIR,0.3857142857142857,0.3163265306122449,0.2826086956521739,0.3218390804597701,0.325,1.2,3,1,1
EAST,ROAD,1,NORTH,SEA,1,NORTH,SEA,0,SOUTH,AIR,0,WEST,SEA,1,1,1,1,1,1,1,1,MEDIUM,0,CLEAR,0,EVENING,5,RURAL,394.11501158424926,MODERATE,0.54,500,EAST _ROAD,NORTH_SEA,NORTH_SEA,SOUTH_AIR,WEST_SEA,0.3857142857142857,0.4375,0.2738095238095238,0.2891566265060241,0.4,1.2,3,1,3
NORTH,AIR,1,WEST,SEA,1,EAST,ROAD,1,WEST,SEA,0,EAST,SEA,0,1,1,1,1,1,1,1,LOW,0,CLEAR,0,MORNING,5,URBAN,72.76782405221559,MODERATE,0.47,750,NORTH_AIR,WEST_SEA,EAST_ROAD,WEST_SEA,EAST_SEA,0.3857142857142857,0.2839506172839506,0.2602739726027397,0.2352941176470588,0.2988505747126437,1.2,3,1,3
SOUTH,SEA,1,EAST,ROAD,0,WEST,SEA,0,NORTH,AIR,0,WEST,SEA,0,0,0,0,1,0,1,0,MEDIUM,0,STORM,0,NIGHT,2,URBAN,13.540918660165868,LOW,0.59,100,SOUTH_SEA,EAST_ROAD,WEST_SEA,NORTH_AIR,WEST_SEA,0.3164556962025316,0.2790697674418604,0.35,0.3116883116883117,0.4,1.0,3,1,0
EAST,SEA,1,EAST,SEA,0,SOUTH,AIR,1,NORTH,ROAD,1,NORTH,ROAD,1,1,0,0,1,1,0,1,HIGH,0,CLEAR,0,NIGHT,2,MIXED,135.1917845828944,HIGH,0.68,100,EAST_SEA,EAST_SEA,SOUTH_AIR,NORTH_ROAD,NORTH_ROAD,0.2435897435897435,0.3424657534246575,0.2602739726027397,0.2688172043010752,0.3103448275862069,1.5,3,1,2
WEST,SEA,1,NORTH,AIR,0,NORTH,AIR,0,EAST,AIR,0,EAST,AIR,0,0,0,0,0,0,0,0,MEDIUM,0,CLEAR,0,MORNING,0,MIXED,181.61912939455704,LOW,0.7,500,WEST_SEA,NORTH_AIR,NORTH_AIR,EAST_AIR,EAST_AIR,0.2435897435897435,0.2790697674418604,0.2602739726027397,0.2528735632183908,0.2988505747126437,1.0,3,1,0
WEST,AIR,1,WEST,SEA,0,NORTH,ROAD,1,EAST,AIR,0,SOUTH,ROAD,1,1,1,0,0,0,0,1,HIGH,0,CLEAR,0,NIGHT,1,MIXED,66.78794290965918,MODERATE,0.52,100,WEST_AIR,WEST_SEA,NORTH_ROAD,EAST_AIR,SOUTH_ROAD,0.3461538461538461,0.2839506172839506,0.3289473684210526,0.2528735632183908,0.2988505747126437,1.2,3,1,1
NORTH,SEA,1,NORTH,ROAD,1,WEST,AIR,0,WEST,SEA,1,SOUTH,AIR,0,0,0,0,1,0,0,0,HIGH,0,SNOW,0,EVENING,1,MIXED,87.08466116047656,LOW,0.99,100,NORTH_SEA,NORTH_ROAD,WEST_AIR,WEST_SEA,SOUTH_AIR,0.2894736842105263,0.3291139240506329,0.2842105263157894,0.2352941176470588,0.3375,1.0,3,1,0
WEST,SEA,1,SOUTH,AIR,1,WEST,ROAD,1,NORTH,ROAD,0,NORTH,ROAD,1,1,1,0,1,1,0,1,MEDIUM,0,CLEAR,0,NIGHT,3,MIXED,53.92950627980972,HIGH,0.5,100,WEST_SEA,SOUTH_AIR,WEST_ROAD,NORTH_ROAD,NORTH_ROAD,0.2435897435897435,0.3,0.2717391304347826,0.2688172043010752,0.3103448275862069,1.5,3,1,2
SOUTH,SEA,0,SOUTH,SEA,1,WEST,SEA,1,SOUTH,AIR,1,EAST,ROAD,1,1,1,1,1,1,0,1,HIGH,0,STORM,0,EVENING,4,MIXED,184.97500185309087,MODERATE,0.36,250,SOUTH_SEA,SOUTH_SEA,WEST_SEA,SOUTH_AIR,EAST_ROAD,0.3164556962025316,0.3163265306122449,0.35,0.2891566265060241,0.2988505747126437,1.2,3,1,3
WEST,SEA,0,SOUTH,SEA,1,WEST,SEA,1,SOUTH,AIR,1,EAST,ROAD,1,1,1,1,1,1,0,1,HIGH,0,STORM,0,EVENING,4,MIXED,65.21312426738248,LOW,0.54,100,WEST_SEA,SOUTH_SEA,WEST_SEA,SOUTH_AIR,EAST_ROAD,0.2926829268292683,0.3163265306122449,0.35,0.2891566265060241,0.2988505747126437,1.0,3,1,3
WEST,SEA,0,NORTH,SEA,1,NORTH,ROAD,1,SOUTH,ROAD,1,WEST,ROAD,1,1,0,0,1,0,1,1,MEDIUM,1,STORM,0,EVENING,2,URBAN,62.89924247759784,LOW,0.55,1000,WEST_SEA,NORTH_SEA,NORTH_ROAD,SOUTH_ROAD,WEST_ROAD,0.2926829268292683,0.4375,0.3289473684210526,0.2244897959183673,0.3555555555555555,1.0,3,1,2
SOUTH,AIR,0,WEST,AIR,1,WEST,AIR,0,EAST,AIR,1,SOUTH,AIR,1,1,0,1,0,0,1,1,MEDIUM,0,CLEAR,0,MORNING,2,RURAL,393.2436601442899,MODERATE,0.0,100,SOUTH_AIR,WEST_AIR,WEST_AIR,EAST_AIR,SOUTH_AIR,0.2702702702702703,0.2790697674418604,0.2842105263157894,0.2528735632183908,0.3375,1.2,3,1,2
WEST,SEA,1,WEST,AIR,1,SOUTH,SEA,0,EAST,ROAD,1,SOUTH,AIR,1,0,0,1,0,0,0,1,HIGH,0,CLEAR,0,MORNING,1,MIXED,95.93804311799175,LOW,0.74,250,WEST_SEA,WEST_AIR,SOUTH_SEA,EAST_ROAD,SOUTH_AIR,0.2435897435897435,0.2790697674418604,0.2826086956521739,0.2647058823529412,0.3375,1.0,3,1,1
SOUTH,ROAD,1,WEST,AIR,0,EAST,SEA,0,NORTH,ROAD,1,EAST,SEA,0,1,0,0,1,1,1,1,MEDIUM,0,CLEAR,0,NIGHT,3,URBAN,52.58889160224015,HIGH,0.33,100,SOUTH_ROAD,WEST_AIR,EAST_SEA,NORTH_ROAD,EAST_SEA,0.3214285714285714,0.2790697674418604,0.2602739726027397,0.2688172043010752,0.2988505747126437,1.5,3,1,1
WEST,AIR,1,EAST,AIR,1,WEST,ROAD,1,NORTH,SEA,0,WEST,ROAD,1,1,0,0,1,1,0,1,LOW,0,CLEAR,0,NIGHT,2,URBAN,84.34608672272755,HIGH,0.88,750,WEST_AIR,EAST_AIR,WEST_ROAD,NORTH_SEA,WEST_ROAD,0.3461538461538461,0.3285714285714285,0.2717391304347826,0.1969696969696969,0.3555555555555555,1.5,3,1,1
WEST,SEA,1,WEST,ROAD,1,NORTH,SEA,0,WEST,SEA,1,NORTH,AIR,1,1,1,1,0,0,1,1,MEDIUM,0,SNOW,1,EVENING,3,RURAL,345.2241960795087,LOW,0.84,1000,WEST_SEA,WEST_ROAD,NORTH_SEA,WEST_SEA,NORTH_AIR,0.2435897435897435,0.2790697674418604,0.2738095238095238,0.2352941176470588,0.325,1.0,3,1,3
WEST,SEA,0,NORTH,ROAD,1,SOUTH,ROAD,1,NORTH,SEA,1,SOUTH,AIR,1,1,0,1,1,1,1,1,MEDIUM,0,CLEAR,0,EVENING,4,URBAN,45.78349581665149,HIGH,0.8,100,WEST_SEA,NORTH_ROAD,SOUTH_ROAD,NORTH_SEA,SOUTH_AIR,0.2435897435897435,0.3291139240506329,0.2888888888888888,0.1969696969696969,0.3375,1.5,3,1,4
NORTH,ROAD,0,EAST,SEA,1,EAST,AIR,0,EAST,AIR,1,WEST,ROAD,0,1,1,0,1,1,1,1,HIGH,0,CLEAR,0,NIGHT,4,MIXED,176.1307369138884,HIGH,0.73,250,NORTH_ROAD,EAST_SEA,EAST_AIR,EAST_AIR,WEST_ROAD,0.2926829268292683,0.3424657534246575,0.3835616438356164,0.2528735632183908,0.3555555555555555,1.5,3,1,1
WEST,ROAD,1,WEST,AIR,0,NORTH,AIR,1,SOUTH,SEA,0,WEST,ROAD,1,1,0,1,1,0,1,1,HIGH,0,RAIN,0,MORNING,3,MIXED,113.1872079941108,LOW,0.7,500,WEST_ROAD,WEST_AIR,NORTH_AIR,SOUTH_SEA,WEST_ROAD,0.2435897435897435,0.2790697674418604,0.2602739726027397,0.2183908045977011,0.3555555555555555,1.0,3,1,2
WEST,SEA,0,EAST,ROAD,1,NORTH,SEA,1,EAST,AIR,0,EAST,ROAD,0,0,1,0,0,1,0,0,MEDIUM,1,CLEAR,0,MORNING,2,RURAL,272.7194259232133,LOW,0.52,100,WEST_SEA,EAST_ROAD,NORTH_SEA,EAST_AIR,EAST_ROAD,0.2435897435897435,0.2790697674418604,0.2738095238095238,0.2528735632183908,0.2988505747126437,1.0,3,1,0
SOUTH,ROAD,0,NORTH,ROAD,1,NORTH,ROAD,1,EAST,AIR,1,SOUTH,ROAD,1,0,0,0,1,0,0,1,HIGH,0,RAIN,0,MORNING,1,MIXED,191.40976612026884,HIGH,0.65,250,SOUTH_ROAD,NORTH_ROAD,NORTH_ROAD,EAST_AIR,SOUTH_ROAD,0.3214285714285714,0.3291139240506329,0.3289473684210526,0.2528735632183908,0.2988505747126437,1.5,3,1,1
